plant_id,scientific_name_key,scientific_name,common_name,native_states,plant_type,sunlight,moisture,maintenance,zone_min,zone_max,bloom_start,bloom_end,accepted_usda_code,plant_family,growth_habit,duration,size_notes,bloom_color,bloom_time,water_use,light_requirements,soil_moisture,soil_ph,soil_description,wildlife_use,commercial_availability,propagation_description,supports_full_sun,supports_part_shade,supports_shade,supports_low_water,supports_medium_water,supports_high_water,bloom_jan,bloom_feb,bloom_mar,bloom_apr,bloom_may,bloom_jun,bloom_jul,bloom_aug,bloom_sep,bloom_oct,bloom_nov,bloom_dec,pollinator_group,pollinator_observation_count,supports_bee_observed,supports_butterfly_observed,supports_moth_observed,supports_fly_observed,supports_beetle_observed,supports_wasp_observed,supports_hummingbird_observed,has_ladybird_data,has_pollinator_data,display_name
PLANT-00191,carex bicknellii,Carex bicknellii,"Bicknell's Sedge, Prairie Sedge",Arkansas | Connecticut | Delaware | Illinois | Indiana | Iowa | Kansas | Maine | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Texas | Vermont | Wisconsin,Rush or Sedge,Full sun to part shade,Medium,Low,3,7,April,July,CABI3,Cyperaceae,Grass/Grass-like,Perennial,,Not Applicable,"Mar , Apr , May",Medium,"Sun , Part Shade","Dry , Moist , Wet",,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bicknell's Sedge, Prairie Sedge"
PLANT-00192,carex bromoides,Carex bromoides,Bromelike Sedge,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Part shade,Medium to wet,Low,4,8,May,July,CABR14,Cyperaceae,Grass/Grass-like,,Up to about 3 feet tall.,Not Applicable,"Mar , Apr , May , Jun",,"Sun , Part Shade","Moist , Wet",,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bromelike Sedge
PLANT-00193,carex bushii,Carex bushii,Bush's Sedge,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Kansas | Maryland | Massachusetts | Michigan | Mississippi | Missouri | Nebraska | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | Tennessee | Texas | Vermont | Virginia | West Virginia,Rush or Sedge,Full sun to part shade,Medium to wet,Low,5,8,May,June,CABU5,Cyperaceae,Grass/Grass-like,,Up to about 3 feet tall.,"White , Green , Brown","May , Jun",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bush's Sedge
PLANT-00194,carex cherokeensis,Carex cherokeensis,Cherokee Sedge,Alabama | Arkansas | Florida | Georgia | Kentucky | Louisiana | Mississippi | Missouri | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Virginia,Rush or Sedge,Full sun to part shade,Medium to wet,Low,6,9,April,June,CACH3,Cyperaceae,Grass/Grass-like,Perennial,Up to about 18 inches tall when flowering. Up to about 1 foot tall when not flowering.,"White , Green , Brown","Apr , May , Jun",Medium,Part Shade,"Moist , Wet",,,,yes,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cherokee Sedge
PLANT-00195,carex crinita,Carex crinita,Fringed Sedge,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,3,8,May,June,CACR6,Cyperaceae,Grass/Grass-like,Perennial,Up to about 5 feet tall.,"White , Green","Jun , Jul , Aug",Medium,"Part Shade , Shade","Moist , Wet",,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Fringed Sedge
PLANT-00196,carex cristatella,Carex cristatella,Crested Sedge,Alabama | Connecticut | Delaware | Illinois | Indiana | Iowa | Kansas | Kentucky | Massachusetts | Michigan | Minnesota | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Dakota | Ohio | Pennsylvania | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,5,8,May,June,CACR7,Cyperaceae,Grass/Grass-like,,Up to about 3 feet tall.,"Green , Brown","Jun , Jul , Aug",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Crested Sedge
PLANT-00197,carex crus-corvi,Carex crus-corvi,sedge,Alabama | Arkansas | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Michigan | Minnesota | Missouri | Nebraska | North Carolina | Ohio | Oklahoma | South Carolina | Tennessee | Texas | Virginia | West Virginia,Rush or Sedge,Full sun to part shade,Medium to wet,Low,4,8,May,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sedge
PLANT-00198,carex davisii,Carex davisii,Davis' Sedge,Arkansas | Connecticut | Delaware | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Massachusetts | Michigan | Minnesota | Missouri | Nebraska | New Jersey | New York | Ohio | Oklahoma | Pennsylvania | Tennessee | Texas | Vermont | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Wet,Low,4,7,May,July,CADA,Cyperaceae,Herb,Perennial,To about 3 feet in height.,Green,"May , Jun , Jul","Medium , High",,"Moist , Wet",Alkaline (pH>7.2),,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Davis' Sedge
PLANT-00199,carex eburnea,Carex eburnea,Bristleleaf Sedge,Alabama | Alaska | Arkansas | Connecticut | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Missouri | Montana | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Pennsylvania | South Carolina | South Dakota | Tennessee | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Rush or Sedge,Part shade to full shade,Medium,Low,2,8,April,April,CAEB2,Cyperaceae,Grass/Grass-like,Perennial,Up to about 1 foot tall.,"Green , Brown","May , Jun , Jul",,"Part Shade , Shade",Moist,Alkaline (pH>7.2),Sand,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bristleleaf Sedge
PLANT-00200,carex flacca,Carex flacca,blue green sedge,Georgia,Rush or Sedge,Full sun to part shade,Medium to wet,Low,4,9,June,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue green sedge
PLANT-00201,carex flaccosperma,Carex flaccosperma,Thinfruit Sedge,Alabama | Arkansas | Florida | Georgia | Kansas | Kentucky | Louisiana | Mississippi | Missouri | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Virginia,Rush or Sedge,Part shade to full shade,Medium to wet,Low,5,8,May,June,CAFL3,Cyperaceae,Grass/Grass-like,Perennial,Up to about 30 inches tall.,"White , Green","Mar , Apr , May , Jun",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Thinfruit Sedge
PLANT-00202,carex frankii,Carex frankii,Frank's Sedge,Alabama | Arkansas | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Michigan | Missouri | Nebraska | New Jersey | New Mexico | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Virginia | West Virginia,Rush or Sedge,Full sun to part shade,Wet,Low,5,8,May,September,CAFR3,Cyperaceae,Grass/Grass-like,Perennial,Up to about 32 inches tall.,"White , Green , Brown","Jun , Jul , Aug",High,"Sun , Part Shade , Shade",Wet,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Frank's Sedge
PLANT-00203,carex grayi,Carex grayi,Gray's Sedge,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Vermont | Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,5,9,May,October,CAGR5,Cyperaceae,Grass/Grass-like,Perennial,Up to about 3-1/2 feet tall.,"White , Green","May , Jun , Jul , Aug",High,Part Shade,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Gray's Sedge
PLANT-00204,carex haydenii,Carex haydenii,Hayden's Sedge,Illinois | Indiana | Iowa | Maine | Massachusetts | Michigan | Minnesota | Missouri | Nebraska | New Hampshire | New York | North Dakota | Ohio | Pennsylvania | South Dakota | Vermont | Wisconsin,Rush or Sedge,Part shade to full shade,Medium to wet,Low,3,8,May,May,CAHA7,Cyperaceae,Grass/Grass-like,,Up to about 3-1/2 feet tall.,"Green , Brown","Jun , Jul , Aug",,"Sun , Part Shade , Shade",Moist,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Hayden's Sedge
PLANT-00205,carex laxiculmis,Carex laxiculmis,"Spreading Sedge, Creeping Sedge",Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Vermont | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Part shade to full shade,Medium to wet,Low,5,9,May,June,CALA18,Cyperaceae,Grass/Grass-like,,Up to about 18 inches tall.,"Yellow , Green , Brown","Mar , Apr , May , Jun",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Spreading Sedge, Creeping Sedge"
PLANT-00206,carex leporina,Carex leporina,oval sedge,California | Nevada | Oregon | Washington,Rush or Sedge,Part shade to full shade,Medium to wet,Medium,4,8,May,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,oval sedge
PLANT-00207,carex lurida,Carex lurida,"Shallow Sedge, Sallow Sedge, Lurid Sedge",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Michigan | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,3,8,May,September,CALU5,Cyperaceae,Grass/Grass-like,Perennial,Up to about 3-1/2 feet tall.,"White , Green , Brown","Mar , Apr , May , Jun , Jul , Aug",Medium,Part Shade,Wet,,"Clay, Loam, Sand",,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Shallow Sedge, Sallow Sedge, Lurid Sedge"
PLANT-00208,carex muskingumensis,Carex muskingumensis,"Muskingum Sedge, Palm Sedge",Arkansas | Illinois | Indiana | Iowa | Kansas | Kentucky | Michigan | Minnesota | Missouri | Ohio | Oklahoma | Tennessee | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,4,9,May,September,CAMU9,Cyperaceae,Grass/Grass-like,Perennial,To about 3 feet in height.,"White , Green , Brown","May , Jun",High,"Sun , Part Shade , Shade","Moist , Wet",,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Muskingum Sedge, Palm Sedge"
PLANT-00209,carex nigra,Carex nigra,Smooth Black Sedge,Connecticut | Georgia | Maine | Massachusetts | Michigan | New Hampshire | New York | Vermont,Rush or Sedge,Part shade to full shade,Wet,Low,4,8,April,April,CANI5,Cyperaceae,Grass/Grass-like,,Up to about 3-1/2 feet tall.,"White , Green , Brown , Not Applicable","Jun , Jul , Aug",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Smooth Black Sedge
PLANT-00210,carex normalis,Carex normalis,Greater Straw Sedge,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,3,8,May,July,CANO,Cyperaceae,Grass/Grass-like,,Up to about 4-1/2 feet tall.,"Green , Brown","Jun , Jul",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Greater Straw Sedge
PLANT-00211,carex pensylvanica,Carex pensylvanica,Pennsylvania Sedge,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Part shade to full shade,Dry to medium,Low,3,8,May,May,CAPE6,Cyperaceae,Grass/Grass-like,Perennial,Up to about 20 inches tall.,"White , Green , Brown","May , Jun , Jul",,"Sun , Part Shade , Shade",Dry,,Dry to moist soils.,,yes,"Propagate by division of mature plants in spring, making sure each section has roots and leaves.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pennsylvania Sedge
PLANT-00212,carex praegracilis,Carex praegracilis,"Blackcreeper Sedge, Clustered Field Sedge, Field Sedge, Slim Sedge",Alaska | Arizona | California | Colorado | Idaho | Iowa | Kansas | Minnesota | Missouri | Montana | Nebraska | Nevada | New Mexico | North Dakota | Oklahoma | Oregon | South Dakota | Utah | Washington | Wyoming,Rush or Sedge,Full sun to part shade,Medium to wet,Low,4,8,May,May,CAPR5,Cyperaceae,Grass/Grass-like,,Up to about 3 feet tall.,"Green , Brown","May , Jun , Jul , Aug",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Blackcreeper Sedge, Clustered Field Sedge, Field Sedge, Slim Sedge"
PLANT-00213,carex radiata,Carex radiata,Eastern Star Sedge,Alabama | Arkansas | Connecticut | Delaware | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | South Carolina | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Part shade,Medium to wet,Low,4,8,April,May,CARA8,Cyperaceae,Grass/Grass-like,Perennial,Up to about 32 inches tall.,"White , Green","Apr , May , Jun , Jul",,"Sun , Part Shade",Moist,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Eastern Star Sedge
PLANT-00214,carex retroflexa,Carex retroflexa,Reflexed Sedge,Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Kansas | Kentucky | Maryland | Michigan | Mississippi | Missouri | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Virginia | West Virginia,Rush or Sedge,Full sun to part shade,Dry to medium,Low,5,9,May,June,CARE9,Cyperaceae,Herb,Perennial,Up to about 30 inches tall.,"Green , Brown","Mar , Apr , May",Medium,"Sun , Part Shade","Dry , Moist",,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Reflexed Sedge
PLANT-00215,carex squarrosa,Carex squarrosa,"Squarrose Sedge, Narrowleaf Cattail Sedge",Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Virginia | West Virginia,Rush or Sedge,Full sun to part shade,Wet,Low,4,6,April,September,CASQ2,Cyperaceae,Grass/Grass-like,Perennial,From about 12 to 28 inches in height.,"White , Green","Jun , Jul , Aug","Medium , High","Sun , Part Shade , Shade","Moist , Wet",,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Squarrose Sedge, Narrowleaf Cattail Sedge"
PLANT-00216,carex stricta,Carex stricta,"Upright Sedge, Uptight Sedge, Tussock Sedge",Alabama | Connecticut | Delaware | Illinois | Indiana | Iowa | Kansas | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Rhode Island | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,3,8,May,June,CAST8,Cyperaceae,Grass/Grass-like,Perennial,Up to about 5 feet tall.,"White , Green , Brown","May , Jun",Medium,Sun,"Moist , Wet",,Wet soil to standing water.,Excellent nesting habitat for rails and snipes.,yes,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Upright Sedge, Uptight Sedge, Tussock Sedge"
PLANT-00217,carex swanii,Carex swanii,Swan's Sedge,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Kansas | Kentucky | Maine | Maryland | Massachusetts | Michigan | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Rush or Sedge,Full sun to part shade,Medium to wet,Low,4,8,May,June,CASW,Cyperaceae,Grass/Grass-like,Perennial,Up to about 30 inches tall.,Green,"May , Jun , Jul",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Swan's Sedge
PLANT-00218,carex tumulicola,Carex tumulicola,Berkeley sedge,California | Oregon | Washington,Rush or Sedge,Part shade to full shade,Medium to wet,Low,8,10,April,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Berkeley sedge
PLANT-00219,carex vulpinoidea,Carex vulpinoidea,"Fox Sedge, Brown Fox Sedge",Alabama | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Rush or Sedge,Full sun to part shade,Wet,Low,3,7,May,July,CAVU2,Cyperaceae,Grass/Grass-like,Perennial,Up to about 40 inches tall.,"Green , Brown","Jun , Jul , Aug",Medium,Sun,"Moist , Wet",,"Clay, Loam",,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Fox Sedge, Brown Fox Sedge"
PLANT-00220,carpinus betulus,Carpinus betulus,common hornbeam,Georgia,Tree,Full sun to part shade,Medium,Low,4,8,March,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,common hornbeam
PLANT-00221,carpinus caroliniana,Carpinus caroliniana,"American Hornbeam, Blue Beech, Water Beech, Musclewood, Ironwood",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Tree,Part shade to full shade,Medium,Low,3,9,February,February,CACA18,Betulaceae,Tree,Perennial,Up to about 40 feet tall.,"Red , Green , Brown","Mar , Apr , May",Medium,"Part Shade , Shade",Moist,Circumneutral (pH 6.8-7.2),"Moist, rich, deep soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based","Fruit-mammals, Fruit-birds.",yes,"Sow fresh, slightly green seed outdoors in fall or fully dried and stratified seed in spring. Best grown in water permeable, in-ground cloth containers (drip sacks), for the root system is very vigorous.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"American Hornbeam, Blue Beech, Water Beech, Musclewood, Ironwood"
